title,release_date,developer,genres,multiplayer_or_singleplayer,price,overall_review,reviews,percent_positive,win_support,mac_support,lin_support
Ball Grabbers,12/07/2018,Part Time Monkey,Action;Casual;Indie;Sports,Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,42,Positive,43,69%,1,0,0
Wild Terra Online,18/12/2017,Juvty Worlds Ltd.,Action;Adventure;Indie;Massively Multiplayer;RPG,Multi-player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to play,Mixed,95,73%,1,1,1
Bacon Tales - Between Pigs and Wolves,12/10/2017,Uruca Game Studio,Casual;Indie;Strategy,Single-player;Steam Trading Cards,85,Mixed,14,100%,1,0,0
Runes,24/11/2016,Ede Tarsoly,Casual;Indie,Single-player;Steam Achievements,58,Positive,31,96%,1,0,1
Bokida - Heartfelt Reunion,17/05/2017,Rice Cooker Republic,Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,349,Positive,15,100%,1,0,0
Cluster Dust,13/03/2018,MegaTronic Labs,Action;Casual;Indie,Single-player;Steam Achievements;Partial Controller Support,85,Positive,10,90%,1,0,0
Akihabara - Feel the Rhythm,26/01/2017,JMJ Interactive,Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,259,Positive,36,72%,1,0,0
Animals Memory: Dogs,16/01/2018,Laush Dmitriy Sergeevich,Casual;Indie,Single-player;Steam Achievements,165,Positive,16,81%,1,0,0
Super Crome: Bullet Purgatory,19/03/2019,Stumphead Games LLC,Action;Adventure;Early Access,Single-player;Partial Controller Support;Steam Leaderboards,199,Positive,13,92%,1,1,0
BQM - BlockQuest Maker-,26/07/2018,WonderlandKazakiri,Action;Casual;Indie;RPG;Simulation,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud,349,Positive,13,100%,1,1,0
Jack Is Missing,28/08/2018,Kevin Yang Games,Action;Adventure;Casual;Free to Play;Indie;Simulation;Strategy,Single-player,199,Mixed,19,89%,1,1,1
Drive for Your Life,11/04/2019,ZemunBRE,Action;Indie,Single-player;Steam Achievements,165,Positive,96,73%,1,0,0
Nicky - The Home Alone Golf Ball,13/04/2018,Minimallab,Action;Adventure;Casual;Indie;Strategy,Single-player;Steam Achievements,42,Positive,30,53%,1,0,0
Melter Man,22/09/2015,Husky Swim Team,Action;Adventure;Casual;Indie,Single-player;Partial Controller Support,125,Positive,19,89%,1,0,0
Queendoom,10/11/2016,EP Games�,Action,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,369,Positive,47,95%,1,0,0
Combat Core,10/01/2019,MABManZ,Action;Indie,Single-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Full controller support;VR Support,519,Positive,10,100%,1,1,0
Sky Sanctuary,15/02/2017,Glitchr Studio,Action;Indie;Sports;Early Access,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,329,Positive,20,100%,1,0,0
Mars Underground,14/03/2019,Moloch Media,Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud,85,Positive,18,94%,1,0,1
LASTFIGHT,19/05/2016,Piranaking,Action;Indie,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,479,Positive,10,100%,1,1,1
A Snake's Tale,06/07/2017,m12y,Indie,Single-player;Steam Achievements;Full controller support,169,Positive,10,80%,1,1,1
Out of Ammo: Death Drive,16/08/2017,RocketWerkz,Violent;Gore;Action;Indie;Strategy,Single-player;Steam Achievements,219,Positive,10,100%,1,0,0
Super Jet Juck,22/11/2018,Dnovel,Action;Adventure;Casual;Indie;Massively Multiplayer,Single-player;Local Multi-Player;Co-op;Local Co-op;Steam Achievements;Partial Controller Support,42,Positive,11,63%,1,0,0
Animals Memory: Birds,10/01/2018,Laush Dmitriy Sergeevich,Casual;Indie,Single-player;Steam Achievements,165,Positive,49,65%,1,0,0
Blind Date,13/02/2019,Joshua Wilson;Mentalpop,Casual;Indie;Simulation,Single-player;Steam Achievements,125,Positive,36,86%,1,0,0
WE ARE DOOMED,21/04/2015,Vertex Pop,Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,369,Positive,17,100%,1,1,0
Sid Meier's Pirates! Gold Plus (Classic),09/10/2014,"MicroProse Software, Inc",Adventure;Simulation,Single-player,319,Mixed,16,75%,1,1,1
SMASHING THE BATTLE,15/05/2016,STUDIO HG,Nudity;Action;Casual;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,409,Positive,219,57%,1,0,0
Eggggg - The platform puker,04/02/2019,Hyper Games,Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud,349,Positive,13,100%,1,1,0
Trivia Vault: Hockey Trivia,03/04/2018,Ripknot Systems,Action;Casual;Indie;Simulation,Single-player;Steam Achievements,700,Mixed,10,100%,1,0,0
Legend of Numbers,02/06/2016,YFC games,Casual;Free to Play;Indie;Strategy,Single-player;In-App Purchases;Steam Leaderboards,Free to play,Positive,15,86%,1,1,1
Temple of Aluxes,25/10/2017,Silver Machine Studios,Adventure;Indie,Single-player,299,Positive,62,62%,1,0,0
Melancholy Republic,12/04/2018,Cloud Runner Studios,Adventure;Casual;Indie,Single-player,369,Positive,46,93%,1,0,0
Nomads of the Fallen Star,30/01/2019,Huy Phan,Indie;RPG;Simulation;Strategy,Single-player;Steam Achievements,419,Positive,30,93%,1,0,0
Keep Defending,19/06/2017,Faster Time Games Limited,Action;Indie,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,155,Positive,41,82%,1,0,0
Riders of Asgard,31/03/2017,Gobbo Games,Indie;Sports,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,299,Positive,10,90%,1,0,1
Sparkle 3 Genesis,24/04/2015,Forever Entertainment S. A.,Action;Casual;Indie;Simulation,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,259,Mixed,30,83%,1,1,1
SwordBounce,19/05/2018,GogglesKitty,Action;Indie,Single-player;Steam Achievements;Steam Cloud,199,Positive,11,90%,1,0,0
Trivia Vault: Food Trivia,30/05/2018,Ripknot Systems,Action;Casual;Simulation;Strategy,Single-player;Steam Achievements,700,Mixed,12,100%,1,0,0
Heartbreak High: A Break-Up Simulator,21/05/2018,Good Bit;Alec Robbins,Casual;Indie;Simulation,Single-player,199,Positive,13,84%,1,1,0
VR Ping Pong,13/09/2016,Reddoll Srl,Casual;Indie;Simulation;Sports,Single-player;Steam Achievements;Steam Trading Cards,369,Positive,42,71%,1,0,0
Murder...,04/08/2017,Jack Gloyens,Indie,Single-player;Steam Achievements;Stats,259,Positive,22,100%,1,0,0
Night Shift,23/02/2015,Brandon Brizzi,Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,199,Positive,13,61%,1,0,0
Fake Colours,01/01/2015,Beyond-Limits-Games;FCG,Casual;Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,459,Positive,43,58%,1,1,1
KO Mech,19/07/2018,ektomarch,Action;Indie,Single-player;Steam Achievements;Partial Controller Support,42,Positive,16,87%,1,1,1
Red Rover,18/06/2018,Alan Chan,Simulation,Single-player;Full controller support,85,Positive,11,90%,1,0,0
DEAD TARGET VR: Zombie Intensified,08/01/2018,VNG CORP,Action,Single-player,259,Positive,24,100%,1,0,0
Unruly Ghouls,19/10/2016,Machete Games LLC,Action,Single-player;Steam Achievements;Steam Leaderboards,199,Positive,16,100%,1,0,0
Trivia Vault: Mini Mixed Trivia 4,21/09/2017,Ripknot Systems,Action;Casual;Indie;Simulation;Strategy,Single-player;Steam Achievements;Partial Controller Support,700,Mixed,11,100%,1,0,0
CometStriker,08/06/2018,Iced Lizard Games,Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,349,Positive,20,95%,1,1,1
The Spell - A Kinetic Novel,15/01/2019,Hangover Cat Purrroduction,Casual;Indie,Single-player;Steam Cloud,199,Positive,13,100%,1,1,1
Galactic Keep,05/04/2017,Gilded Skull Games,RPG;Simulation;Strategy,Single-player;Steam Trading Cards,349,Positive,11,90%,1,1,0
A Dream For Aaron,09/03/2018,Vidas Salavejus,Action;Adventure;Casual;Indie,Single-player;Steam Achievements,329,Positive,20,90%,1,0,0
Handball 17,15/11/2016,Eko Software,Sports,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,349,Mixed,26,96%,1,0,0
Animals Memory: Insect,26/01/2018,Laush Dmitriy Sergeevich,Casual;Indie,Single-player;Steam Achievements,165,Positive,10,100%,1,0,0
aMAZE Halloween,05/10/2018,Blender Games,Casual;Indie,Single-player;Steam Achievements,105,Positive,37,81%,1,0,0
Enforcer: Police Crime Action,24/10/2014,Odin Game Studio,Action;Adventure;Simulation,Single-player;Steam Trading Cards,565,Mixed,48,62%,1,1,0
96 Mill,26/01/2017,Ethereal Darkness Interactive,Adventure;Indie,Single-player,299,Positive,486,78%,1,0,0
Lament,31/03/2017,Radcroc,Action,Single-player;Full controller support,42,Positive,30,80%,1,0,0
Gearend,17/11/2017,SolarLune Games,Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud,199,Positive,14,85%,1,0,1
SixCubes,19/02/2019,Dnovel,Action;Adventure;Casual;Indie;Massively Multiplayer,Single-player;Local Multi-Player;Co-op;Local Co-op;Partial Controller Support,85,Positive,13,84%,1,0,0
Fjong,11/09/2017,VaragtP,Casual;Indie,Single-player;Steam Achievements;Steam Cloud,105,Positive,22,95%,1,0,0
Galencia,17/07/2018,Jason Aldred,Action,Single-player;Partial Controller Support,125,Positive,36,69%,1,0,0
Rise of Ages,28/01/2019,Anguis Game Studio,Action;Adventure;Indie;RPG;Early Access,Single-player,489,Mixed,24,100%,1,0,0
Fidget Spinner Editor,09/10/2017,Myarcadegames Studios,Action;Adventure;Casual;Indie;Simulation;Sports;Strategy,Single-player,58,Positive,12,91%,1,0,0
Death's Life,26/10/2016,Umbu Games,Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards,125,Mixed,78,74%,1,0,0
Rhythm Girl,20/03/2018,Pauline Game,Action;Casual;Indie,Single-player;Steam Achievements;Steam Leaderboards,85,Positive,19,89%,1,1,0
Castle Agony,06/04/2018,The Pompous Pixel,Adventure;Indie,Single-player;Steam Achievements,345,Positive,22,90%,1,0,0
Qvabllock,30/04/2018,NedoStudio,Casual;Indie,Single-player;Steam Achievements,165,Positive,11,100%,1,0,0
Inclement,21/12/2018,Killed Pixel Games,Casual;Indie;Simulation;Strategy,Single-player;Steam Achievements,42,Positive,21,95%,1,0,0
Gnomes Garden Lost King,11/06/2018,eJaw;Creobit,Casual;Strategy,Single-player;Steam Achievements,199,Mixed,16,87%,1,0,0
Snowflake's Chance,16/03/2017,CarlMorganArt,Violent;Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,125,Positive,48,77%,1,0,0
Sacred Almanac Traces of Greed,07/12/2016,Far Mills,Adventure;Casual,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,199,Positive,14,71%,1,1,0
Milky Way Map,09/03/2018,whoopsGames,Casual;Indie;Strategy,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,42,Positive,31,74%,1,0,0
Tank Battle: 1944,01/03/2016,HexWar Games,Strategy,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud,369,Positive,14,100%,1,1,0
Khaba,12/01/2015,Hello There AB,Adventure;Casual,Single-player;Captions available,165,Positive,12,83%,1,1,0
RoomESC- Secret of the Hidden Room: the Collaborator,13/08/2018,PuzzleSpace,Adventure;Indie;Simulation,Single-player;Steam Cloud,199,Positive,11,81%,1,0,0
Deported 2: Build That Wall,07/12/2018,Crankage Games,Indie,Single-player;Full controller support,42,Positive,30,90%,1,0,0
Trivia Vault: Mini Mixed Trivia,15/09/2017,Ripknot Systems,Action;Casual;Indie;Simulation;Strategy,Single-player;Steam Achievements,700,Mixed,19,84%,1,0,0
Flix and Chill 2: Millennials,18/07/2017,Jason Lovett,Casual;Indie;Simulation,Single-player;Steam Achievements;Partial Controller Support,58,Positive,450,62%,1,1,0
Nova Flow,15/03/2018,Wrecked Angle Studios,Action;Casual;Indie,Single-player;Full controller support;Steam Leaderboards,259,Positive,10,90%,1,0,1
Spirits of Xanadu,26/03/2015,"Good Morning, Commander",Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,199,Positive,11,100%,1,1,1
ELMIA,07/12/2017,AECRNIA,Action;Casual;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,349,Positive,42,100%,1,0,0
Cairo's Tale: The Big Egg,30/05/2018,Ring Mountain,Adventure;Casual;Indie;Animation & Modeling;Education;Video Production,Single-player,42,Positive,25,96%,1,0,0
Unblock Gridlock,30/01/2019,Analog Casual Studios,Casual;Indie;Strategy,Single-player;Steam Achievements,165,Positive,24,79%,1,0,0
Aliens Go Home Run,27/01/2017,ANIM�ACE,Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,229,Positive,22,100%,1,0,0
ASSASSINATION BOX,22/01/2018,VitaliZelenyuk,Action;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,299,Mixed,22,100%,1,0,0
MiniOne Racing,01/07/2015,Frogames,Casual;Indie;Racing,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Cloud,259,Mixed,667,79%,1,1,0
Epic Dumpster Bear: Dumpster Fire Redux,03/04/2018,Log Games Ltd,Action;Indie,Single-player;Steam Achievements;Full controller support,199,Positive,74,54%,1,0,0
New York Bus Simulator,06/08/2014,TML-Studios,Simulation,Single-player,402,Mixed,146,79%,1,0,0
Freefall 3050AD,22/01/2019,Total ArKade Software,Action,Single-player;Full controller support,125,Positive,42,76%,1,0,0
HYPERNOVA: Escape from Hadea,06/09/2017,ActaLogic,Action;Strategy,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,459,Positive,19,84%,1,1,1
Sliding Blocks,11/09/2017,Boogygames Studios,Adventure;Casual;Indie;Strategy,Single-player,169,Positive,17,82%,1,0,0
Warden: Melody of the Undergrowth,08/04/2016,Cardboard Keep,Action;Adventure;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats,529,Positive,49,73%,1,1,1
Fate Hunters,16/09/2018,Tower Games,Adventure;Indie;Strategy;Early Access,Single-player;Steam Achievements;Steam Cloud,459,Positive,37,56%,1,1,1
Salary Man Escape,18/09/2018,Red Accent Studios,Casual;Indie,Single-player;Steam Achievements,379,Positive,11,90%,1,0,0
Dis Pontibus,07/01/2019,Marcos Donnantuoni,Indie,Single-player;Partial Controller Support;Steam Cloud,199,Positive,34,73%,1,1,1
Dark Hill Museum of Death,21/01/2019,Dan Ruscoe,Adventure;Casual;Indie,Single-player;Steam Achievements,125,Positive,166,40%,1,0,1
Children of the Galaxy,14/03/2017,"Filip Dusek, Empty Keys",Indie;Simulation;Strategy;Early Access,Single-player;Shared/Split Screen;Steam Workshop;Steam Cloud,529,Positive,15,93%,1,0,0
VOID,31/10/2017,Vifth Floor,Violent;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards,379,Positive,272,70%,1,1,1
Armored Evolution,01/02/2019,Burst2Flame Entertainment,Action;Casual;Indie;RPG,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud,349,Positive,10,90%,1,1,0
Midnight Mysteries 3: Devil on the Mississippi,28/03/2012,MumboJumbo,Adventure;Casual,Single-player,369,Positive,25,88%,1,0,0
Nimble Fish,12/09/2017,For Kids,Casual;Indie,Single-player;Steam Achievements,58,Positive,10,100%,1,1,1
QbQbQb,29/10/2014,Rezoner,Action;Casual;Indie,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,199,Positive,17,94%,1,1,1
The Odyssey: Winds of Athena,06/11/2015,Liquid Dragon Studios,Action;Adventure;Indie;Simulation;Strategy,Single-player;Steam Trading Cards,119,Mixed,21,76%,1,0,0
DANGEROUS DUELS,26/10/2016,Sophie Houlden,Action;Indie,Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,369,Positive,80,67%,1,1,1
The Neon Boy,02/07/2018,Shenshella,Action;Adventure;Casual;Indie;Massively Multiplayer,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,125,Positive,15,93%,1,0,0
Weird Worlds: Return to Infinite Space,19/03/2013,Digital Eel,Adventure;Casual;Indie;Strategy,Single-player,199,Positive,29,75%,1,1,1
DOJAGI: The Korean Pottery,09/12/2018,"UTPlus Interactive, Inc.",Simulation,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,529,Mixed,12,83%,1,0,0
Go Morse Go! Arcade Edition,25/02/2018,Impostor Cat Games,Indie;Sports,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,85,Positive,26,84%,1,1,0
PASHTET,19/01/2019,Snkl Studio,Casual;Indie;Racing,Single-player;Steam Achievements,118,Positive,55,69%,1,0,0
RPG Fighter League,15/03/2019,Owl Green Sea,Action;Indie;RPG,Single-player;Steam Achievements;Partial Controller Support,199,Positive,47,65%,1,0,0
EVIL STAR,06/11/2017,ZOV GAME STUDIO,Action;Adventure;Indie;Racing;RPG;Strategy,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,165,Mixed,46,84%,1,1,0
Kung Fu Strike - The Warrior's Rise,24/07/2012,Qooc Software,Action;Indie,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,369,Positive,15,86%,1,0,0
LOGistICAL: Brazil,14/06/2018,Sacada,Casual;Indie;Strategy,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,349,Positive,67,58%,1,0,0
Thirty Flights of Loving,20/08/2012,Blendo Games,Adventure;Casual;Indie,Single-player;Commentary available,199,Mixed,121,76%,1,1,1
Civil War: Battle of Petersburg,08/02/2017,Cult Software,Strategy,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Leaderboards,58,Positive,17,94%,1,1,1
Whisper of a Rose,14/11/2014,RosePortal Games,Adventure;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,369,Mixed,20,80%,1,0,0
Trivia Vault: Toy Trivia,25/05/2018,Ripknot Systems,Action;Casual;Simulation,Single-player;Steam Achievements,700,Mixed,17,76%,1,0,0
Super Slime Arena,23/01/2018,JellyTeam,Action;Casual;Indie,Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support,459,Positive,30,83%,1,1,1
Heliophobia,18/10/2018,Glass Knuckle Games,Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud,349,Positive,32,90%,1,1,1
Gunmetal Arcadia,07/02/2017,Minor Key Games,Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud,369,Positive,16,93%,1,1,1
Panzer Elite Action Gold Edition,16/05/2014,Zootfly,Action;Simulation,Single-player;Multi-player,369,Mixed,36,55%,1,0,0
Age of Enigma: The Secret of the Sixth Ghost,11/05/2015,Casual Box Games,Adventure,Single-player,369,Positive,20,80%,1,0,0
